,county,fips,ST,lat,lng,population
2535,Lafayette,12067,FL,29.9855,-83.1811,8576
2536,Platte,56031,WY,42.1332,-104.9659,8572
2537,Sitka,2220,AK,57.2401,-135.3152,8569
2538,Lucas,19117,IA,41.0294,-93.3277,8556
2539,Madison,30057,MT,45.3007,-111.9203,8530
2540,Trimble,21223,KY,38.613,-85.3375,8528
2541,Johnson,56019,WY,44.0388,-106.5847,8518
2542,Graham,37075,NC,35.3502,-83.8335,8501
2543,Hancock,13141,GA,33.2704,-83.0007,8500
2544,Doddridge,54017,WV,39.2692,-80.707,8499
2545,Cedar,31027,NE,42.5993,-97.2524,8483
2546,Red River,22081,LA,32.0931,-93.3398,8462
2547,Marion,13197,GA,32.3535,-84.5246,8450
2548,Hamilton,48193,TX,31.7048,-98.1107,8434
2549,Harrison,29081,MO,40.3547,-93.9921,8427
2550,Knox,31107,NE,42.6368,-97.8919,8400
2551,Pocahontas,54075,WV,38.3318,-80.0078,8382
2552,Mercer,38057,ND,47.3092,-101.8315,8359
2553,Baraga,26013,MI,46.6626,-88.3652,8337
2554,Liberty,12077,FL,30.2414,-84.8829,8333
2555,Turner,46125,SD,43.3109,-97.1487,8325
2556,Atkinson,13003,GA,31.2971,-82.8801,8311
2557,Bracken,21023,KY,38.6888,-84.0902,8308
2558,Kusilvak,2158,AK,62.155,-163.3826,8298
2559,Daviess,29061,MO,39.9608,-93.9855,8294
2560,Webster,54101,WV,38.4947,-80.4219,8289
2561,Oscoda,26135,MI,44.6818,-84.1298,8282
2562,Coleman,48083,TX,31.7732,-99.4536,8281
2563,Benton,28009,MS,34.8173,-89.1885,8275
2564,Quay,35037,NM,35.1043,-103.5498,8265
2565,San Augustine,48405,TX,31.3942,-94.1682,8260
2566,Mitchell,48335,TX,32.3062,-100.9212,8256
2567,Nevada,5099,AR,33.664,-93.3072,8249
2568,Murray,27101,MN,44.0221,-95.7633,8247
2569,Lyon,21143,KY,37.0191,-88.0833,8226
2570,Greene,1063,AL,32.8531,-87.9522,8221
2571,Warren,18171,IN,40.3469,-87.3533,8219
2572,Seminole,13253,GA,30.9388,-84.8688,8218
2573,Coffey,20031,KS,38.2369,-95.7341,8218
2574,Shannon,29203,MO,37.1574,-91.4005,8207
2575,Choctaw,28019,MS,33.3473,-89.2484,8206
2576,Houston,47083,TN,36.286,-87.717,8201
2577,Humphreys,28053,MS,33.1287,-90.5266,8198
2578,Twiggs,13289,GA,32.6672,-83.4271,8195
2579,Hamilton,17065,IL,38.0815,-88.5391,8151
2580,Prairie,5117,AR,34.8298,-91.5528,8138
2581,Conejos,8021,CO,37.2007,-106.1916,8130
2582,Taylor,13269,GA,32.5555,-84.2505,8126
2583,San Miguel,8113,CO,38.0037,-108.4057,8110
2584,Cleveland,5025,AR,33.8984,-92.1851,8063
2585,Keith,31101,NE,41.1988,-101.6614,8048
2586,Schoolcraft,26153,MI,46.1966,-86.1995,8031
2587,Clay,20027,KS,39.3497,-97.1652,8030
2588,Perry,47135,TN,35.6426,-87.8589,8020
2589,Franklin,51620,VA,36.6831,-76.9386,8015
2590,Traill,38097,ND,47.4542,-97.1616,7999
2591,Butler,31023,NE,41.2261,-97.1318,7997
2592,Gilmer,54021,WV,38.9241,-80.8571,7970
2593,McCulloch,48307,TX,31.1989,-99.3475,7970
2594,Washakie,56043,WY,43.905,-107.6829,7933
2595,Lincoln,13181,GA,33.7936,-82.4512,7929
2596,Lemhi,16059,ID,44.9433,-113.9332,7929
2597,Turner,13287,GA,31.7164,-83.6241,7920
2598,Ballard,21007,KY,37.0585,-88.9994,7914
2599,Richardson,31147,NE,40.125,-95.7176,7913
2600,Decatur,19053,IA,40.7377,-93.7863,7908
2601,Searcy,5129,AR,35.9109,-92.6995,7898
2602,Wheeler,13309,GA,32.117,-82.7246,7897
2603,Lake,41037,OR,42.7935,-120.3874,7896
2604,Anderson,20003,KS,38.2142,-95.2933,7877
2605,Lake,8065,CO,39.2025,-106.3448,7845
2606,Merrick,31121,NE,41.169,-98.038,7826
2607,Winkler,48495,TX,31.85,-103.0482,7822
2608,Monroe,19135,IA,41.0298,-92.869,7761
2609,Newton,5101,AR,35.92,-93.2178,7753
2610,Thomas,20193,KS,39.3509,-101.0555,7748
2611,Franklin,28037,MS,31.4772,-90.8979,7716
2612,Northwest Arctic,2188,AK,67.053,-159.721,7709
2613,Kane,49025,UT,37.2851,-111.8877,7658
2614,Major,40093,OK,36.3116,-98.536,7654
2615,Ferry,53019,WA,48.4703,-118.5166,7643
2616,Clay,47027,TN,36.5511,-85.5439,7640
2617,Power,16077,ID,42.6937,-112.8407,7635
2618,Boise,16015,ID,43.9891,-115.7303,7625
2619,Doniphan,20043,KS,39.7881,-95.1468,7616
2620,Goliad,48175,TX,28.6571,-97.4265,7578
2621,Dade,29057,MO,37.432,-93.8503,7571
2622,Castro,48069,TX,34.5299,-102.2617,7561
2623,La Salle,48283,TX,28.3451,-99.0997,7551
2624,Crook,56011,WY,44.5886,-104.5699,7502
2625,Elliott,21063,KY,38.1179,-83.0976,7461
2626,Pleasants,54073,WV,39.3709,-81.1606,7457
2627,Chariton,29041,MO,39.5151,-92.9626,7449
2628,Valley,30105,MT,48.3653,-106.6674,7424
2629,Worth,19195,IA,43.3774,-93.2608,7422
2630,Swisher,48437,TX,34.5304,-101.735,7403
2631,Rappahannock,51157,VA,38.6848,-78.1592,7360
2632,Tillman,40141,OK,34.3728,-98.9242,7347
2633,Grant,20067,KS,37.5623,-101.308,7324
2634,Harney,41025,OR,43.0641,-118.9679,7310
2635,Hutchinson,46067,SD,43.3349,-97.7544,7308
2636,Lake,47095,TN,36.3352,-89.4935,7273
2637,Dallam,48111,TX,36.2779,-102.6023,7272
2638,Pepin,55091,WI,44.5829,-92.0015,7261
2639,Kit Carson,8063,CO,39.3055,-102.6029,7246
2640,Childress,48075,TX,34.5292,-100.2076,7219
2641,Thurston,31173,NE,42.1582,-96.544,7218
2642,Lexington,51678,VA,37.7825,-79.4441,7205
2643,Forest,42053,PA,41.513,-79.2361,7190
2644,Nicholas,21181,KY,38.3356,-84.0153,7189
2645,Wolfe,21237,KY,37.7393,-83.4932,7188
2646,Calhoun,54013,WV,38.8445,-81.1176,7185
2647,Grant,41023,OR,44.4915,-119.0073,7174
2648,Kingman,20095,KS,37.5589,-98.1363,7173
2649,Union,18161,IN,39.6256,-84.9251,7140
2650,Pierce,31139,NE,42.2644,-97.6013,7132
2651,Jefferson,28063,MS,31.7342,-91.0373,7129
2652,Grant,46051,SD,45.1719,-96.7677,7125
2653,Dallas,5039,AR,33.9699,-92.6544,7114
2654,Van Buren,19177,IA,40.7532,-91.95,7104
2655,Jefferson,31095,NE,40.1757,-97.1427,7102
2656,Brooks,48047,TX,27.0316,-98.2187,7100
2657,Lee,21129,KY,37.5948,-83.7162,7088
2658,Grand Isle,50013,VT,44.7968,-73.2949,7075
2659,Wallowa,41063,OR,45.5799,-117.1811,7065
2660,Adair,19001,IA,41.3307,-94.4709,7048
2661,Quitman,28119,MS,34.2514,-90.2891,7038
2662,Caribou,16029,ID,42.7705,-111.5623,7028
2663,Refugio,48391,TX,28.3253,-97.1656,7015
2664,King and Queen,51097,VA,37.7186,-76.8953,7011
2665,Nemaha,31127,NE,40.3877,-95.8498,6978
2666,Pendleton,54071,WV,38.6807,-79.3509,6968
2667,Charles City,51036,VA,37.3567,-77.0622,6965
2668,Cameron,22023,LA,29.8754,-93.1937,6963
2669,East Carroll,22035,LA,32.7325,-91.235,6947
2670,Tucker,54093,WV,39.1136,-79.565,6943
2671,Weston,56045,WY,43.8405,-104.5678,6942
2672,Bailey,48017,TX,34.0685,-102.8299,6916
2673,Bon Homme,46009,SD,42.9885,-97.8846,6914
2674,Southeast Fairbanks,2240,AK,63.8762,-143.213,6911
2675,Schuyler,17169,IL,40.158,-90.6151,6897
2676,Russell,20167,KS,38.9148,-98.7624,6896
2677,Fremont,19071,IA,40.7456,-95.6047,6895
2678,Randolph,13243,GA,31.7626,-84.7542,6888
2679,Monroe,5095,AR,34.6778,-91.2039,6879
2680,Wabaunsee,20197,KS,38.9533,-96.205,6877
2681,Ida,19093,IA,42.3869,-95.5135,6862
2682,Benson,38005,ND,48.0694,-99.366,6860
2683,Pembina,38067,ND,48.7675,-97.5518,6850
2684,Powell,30077,MT,46.8564,-112.9361,6843
2685,Presidio,48377,TX,29.9998,-104.2405,6808
2686,Treutlen,13283,GA,32.4039,-82.5673,6787
2687,Clark,29045,MO,40.4103,-91.7384,6783
2688,Huerfano,8055,CO,37.6847,-104.9606,6769
2689,Henderson,17071,IL,40.8181,-90.9251,6737
2690,Saguache,8109,CO,38.0806,-106.2815,6730
2691,Lafayette,5073,AR,33.2416,-93.607,6728
2692,Pocahontas,19151,IA,42.7342,-94.6787,6725
2693,Fall River,46047,SD,43.2394,-103.5275,6721
2694,Blaine,30005,MT,48.4327,-108.9586,6698
2695,Cumberland,21057,KY,36.7866,-85.3885,6660
2696,Clinch,13065,GA,30.9149,-82.7062,6648
2697,Lac qui Parle,27073,MN,44.9955,-96.1735,6645
2698,Brown,17009,IL,39.9618,-90.7504,6599
2699,Beaver,49001,UT,38.357,-113.2358,6594
2700,Pershing,32027,NV,40.4403,-118.4045,6591
2701,Kearney,31099,NE,40.5067,-98.948,6588
2702,Gentry,29075,MO,40.2121,-94.4099,6576
2703,Hancock,47067,TN,36.5236,-83.2219,6568
2704,Pawnee,20145,KS,38.1813,-99.2367,6539
2705,Moody,46101,SD,44.022,-96.6709,6508
2706,Burt,31021,NE,41.8515,-96.3286,6503
2707,Chugach,2063,AK,60.7228,-145.7754,6495
2708,Woodruff,5147,AR,35.1863,-91.2431,6477
2709,Buena Vista,51530,VA,37.7319,-79.3568,6477
2710,Norman,27107,MN,47.3265,-96.4553,6466
2711,Menifee,21165,KY,37.9414,-83.5989,6463
2712,Surry,51181,VA,37.1098,-76.9002,6459
2713,Stewart,13259,GA,32.0785,-84.8352,6446
2714,Spink,46115,SD,44.938,-98.3462,6438
2715,Edwards,17047,IL,38.4165,-88.0533,6431
2716,Howard,31093,NE,41.22,-98.5171,6428
2717,Wayne,19185,IA,40.7395,-93.3274,6426
2718,Bottineau,38009,ND,48.7922,-100.8333,6418
2719,Galax,51640,VA,36.666,-80.9176,6402
2720,Moore,47127,TN,35.2846,-86.3587,6396
2721,Rio Blanco,8103,CO,39.9798,-108.2171,6369
2722,Prince of Wales-Hyder,2198,AK,55.7997,-133.0192,6338
2723,Bland,51021,VA,37.134,-81.1302,6334
2724,Antelope,31003,NE,42.1769,-98.0667,6315
2725,Calhoun,13037,GA,31.5292,-84.6245,6301
2726,Luce,26095,MI,46.4707,-85.5444,6286
2727,Reynolds,29179,MO,37.3623,-90.9691,6274
2728,Wilkin,27167,MN,46.357,-96.4683,6264
2729,Talbot,13263,GA,32.6995,-84.533,6245
2730,Clay,31035,NE,40.5244,-98.0513,6193
2731,Essex,50009,VT,44.7275,-71.7359,6179
2732,Ellsworth,20053,KS,38.6966,-98.2048,6176
2733,Sullivan,29211,MO,40.2106,-93.1115,6163
2734,Taylor,19173,IA,40.7374,-94.6964,6160
2735,Teton,30099,MT,47.8372,-112.2406,6127
2736,Gilpin,8047,CO,39.8575,-105.5226,6108
2737,Hamlin,46057,SD,44.6738,-97.1883,6104
2738,Carter,29035,MO,36.9412,-90.9623,6085
2739,Jefferson,40067,OK,34.111,-97.8358,6084
2740,Broadwater,30007,MT,46.3324,-111.4955,6080
2741,Fulton,21075,KY,36.554,-89.1874,6064
2742,Bear Lake,16007,ID,42.2848,-111.3297,6054
2743,Mitchell,20123,KS,39.3933,-98.2094,6053
2744,Sullivan,42113,PA,41.4462,-76.5122,6038
2745,Garza,48169,TX,33.1799,-101.2984,6028
2746,Gray,20069,KS,37.7382,-100.4379,6020
2747,Osceola,19143,IA,43.3786,-95.6237,6016
2748,Alexander,17003,IL,37.1915,-89.3375,6011
2749,Greenwood,20073,KS,37.8778,-96.2326,6010
2750,San Saba,48411,TX,31.1552,-98.8176,6004
2751,Shelby,29205,MO,39.7978,-92.0766,5975
2752,Grant,27051,MN,45.934,-96.0122,5962
2753,Carson,48065,TX,35.4035,-101.3543,5957
2754,Stanton,31167,NE,41.9169,-97.1939,5946
2755,Pondera,30073,MT,48.2279,-112.2267,5911
2756,Sherman,20181,KS,39.3514,-101.72,5904
2757,Ohio,18115,IN,38.9501,-84.9652,5890
2758,Lynn,48305,TX,33.1768,-101.8161,5886
2759,Dewey,46041,SD,45.1566,-100.8718,5841
2760,McHenry,38049,ND,48.2346,-100.6363,5825
2761,Van Buren,47175,TN,35.696,-85.4526,5813
2762,Ontonagon,26131,MI,46.6644,-89.3148,5802
2763,Cherry,31031,NE,42.545,-101.1186,5801
2764,Alfalfa,40003,OK,36.731,-98.324,5791
2765,Greer,40055,OK,34.9357,-99.5608,5790
2766,Cotton,40033,OK,34.2902,-98.3722,5783
2767,Floyd,48153,TX,34.0725,-101.3032,5782
2768,Ottawa,20143,KS,39.1325,-97.6502,5776
2769,Wirt,54105,WV,39.0225,-81.3786,5764
2770,Crosby,48107,TX,33.6146,-101.3,5753
2771,Crowley,8025,CO,38.3266,-103.7845,5733
2772,Chouteau,30015,MT,47.8806,-110.4352,5731
2773,Miller,13201,GA,31.164,-84.7308,5725
2774,Putnam,17155,IL,41.2045,-89.2858,5720
2775,Haskell,48207,TX,33.1782,-99.7303,5711
2776,Aleutians West,2016,AK,52.798,-106.6061,5708
2777,Dixon,31051,NE,42.4931,-96.8677,5682
2778,Iron,55051,WI,46.2623,-90.242,5679
2779,Bent,8011,CO,37.9551,-103.0716,5677
2780,Martin,48317,TX,32.306,-101.9512,5676
2781,Covington,51580,VA,37.7786,-79.9867,5653
2782,Lincoln,27081,MN,44.4126,-96.2671,5641
2783,Lincoln,8073,CO,38.988,-103.514,5608
2784,Hartley,48205,TX,35.84,-102.6029,5588
2785,Coal,40029,OK,34.5882,-96.2978,5577
2786,Lander,32015,NV,39.9338,-117.0379,5565
2787,Morris,20127,KS,38.6874,-96.6499,5551
2788,McCook,46087,SD,43.6743,-97.3685,5543
2789,Fillmore,31059,NE,40.5247,-97.5965,5542
2790,Audubon,19009,IA,41.6846,-94.9058,5528
2791,Mahnomen,27087,MN,47.3253,-95.8091,5508
2792,Harper,20077,KS,37.1916,-98.0754,5506
2793,Stevens,20189,KS,37.1923,-101.3121,5498
2794,Washington,20201,KS,39.7842,-97.0875,5474
2795,Day,46037,SD,45.3671,-97.6074,5452
2796,Tripp,46123,SD,43.3459,-99.884,5448
2797,Hansford,48195,TX,36.2774,-101.3546,5431
2798,Walworth,46129,SD,45.43,-100.0315,5431
2799,Norton,20137,KS,39.7844,-99.9035,5416
2800,Pulaski,17153,IL,37.2232,-89.1266,5414
2801,Emporia,51595,VA,36.6953,-77.5356,5408
2802,Cook,27031,MN,47.9026,-90.5351,5402
2803,Stark,17175,IL,41.0934,-89.7974,5393
2804,Lincoln,16063,ID,43.0024,-114.1383,5342
2805,Beaver,40007,OK,36.7497,-100.4768,5326
2806,Yukon-Koyukuk,2290,AK,65.5087,-151.3896,5305
2807,Phillips,20147,KS,39.7846,-99.347,5297
2808,Delta,48119,TX,33.3863,-95.6723,5277
2809,Warren,13301,GA,33.4089,-82.6767,5259
2810,Ransom,38073,ND,46.4562,-97.6574,5258
2811,Brule,46015,SD,43.7181,-99.0809,5233
2812,Boone,31011,NE,41.7068,-98.0673,5228
2813,Schley,13249,GA,32.2616,-84.3147,5215
2814,Sheridan,31161,NE,42.5048,-102.4089,5215
2815,Polk,31143,NE,41.1869,-97.5684,5208
2816,Wheeler,48483,TX,35.4013,-100.2698,5187
2817,Jim Hogg,48247,TX,27.0434,-98.6973,5187
2818,Atchison,29005,MO,40.4308,-95.4281,5180
2819,Lincoln,32017,NV,37.6433,-114.8776,5177
2820,Calhoun,5013,AR,33.5581,-92.503,5160
2821,Johnson,31097,NE,40.3926,-96.2651,5118
2822,Craig,51045,VA,37.4817,-80.2114,5103
2823,Hyde,37095,NC,35.5305,-76.2509,5089
2824,Pickett,47137,TN,36.5584,-85.0749,5068
2825,Garfield,49017,UT,37.8549,-111.4431,5000
2826,Thayer,31169,NE,40.1762,-97.5949,5000
2827,Rooks,20163,KS,39.3502,-99.325,4985
2828,Gallatin,17059,IL,37.7628,-88.2305,4983
2829,Scott,17171,IL,39.6441,-90.4747,4982
2830,Big Stone,27011,MN,45.4261,-96.4109,4974
2831,Custer,8027,CO,38.1087,-105.3675,4941
2832,Kingsbury,46077,SD,44.3696,-97.4915,4936
2833,Dillingham,2070,AK,59.7991,-158.2351,4934
2834,Scotland,29199,MO,40.4526,-92.147,4923
2835,Ringgold,19159,IA,40.7352,-94.244,4922
2836,Scott,20171,KS,38.4822,-100.9069,4893
2837,Ouray,8091,CO,38.1555,-107.7693,4890
2838,Dewey,40043,OK,35.9876,-99.008,4885
2839,Marshall,46091,SD,45.7586,-97.5986,4881
2840,Mills,48333,TX,31.4952,-98.5955,4877
2841,Washington,8121,CO,39.971,-103.2013,4869
2842,Dickey,38021,ND,46.1102,-98.5047,4857
2843,Toole,30101,MT,48.6554,-111.6957,4812
2844,Calhoun,17013,IL,39.1693,-90.6676,4782
2845,Putnam,29171,MO,40.4789,-93.0162,4746
2846,Crane,48103,TX,31.4285,-102.5156,4739
2847,Carlisle,21039,KY,36.8532,-88.971,4738
2848,Furnas,31065,NE,40.1764,-99.9123,4712
2849,Morrill,31123,NE,41.716,-103.0105,4711
2850,Hudspeth,48229,TX,31.4562,-105.3865,4687
2851,Musselshell,30065,MT,46.4966,-108.3981,4682
2852,Republic,20157,KS,39.8278,-97.6506,4607
2853,Menominee,55078,WI,45.0044,-88.71,4566
2854,Schuyler,29197,MO,40.4703,-92.5209,4550
2855,Hot Springs,56017,WY,43.7189,-108.4421,4550
2856,Cameron,42023,PA,41.4368,-78.2039,4512
2857,Mora,35033,NM,36.0106,-104.9451,4500
2858,Barber,20007,KS,37.2289,-98.6848,4493
2859,Mineral,32021,NV,38.5386,-118.435,4487
2860,Hickman,21105,KY,36.6782,-88.9761,4461
2861,Hamilton,36041,NY,43.6611,-74.4974,4454
2862,Tensas,22107,LA,32.0018,-91.3401,4435
2863,Oneida,16071,ID,42.195,-112.5394,4429
2864,Sharkey,28125,MS,32.8798,-90.8132,4427
2865,Owsley,21189,KY,37.4192,-83.6831,4416
2866,Kimble,48267,TX,30.4868,-99.7487,4375
2867,Holt,29087,MO,40.0944,-95.2155,4374
2868,Grant,40053,OK,36.7961,-97.7861,4369
2869,Dunn,38025,ND,47.3568,-102.6182,4362
2870,Phillips,8095,CO,40.5939,-102.3576,4343
2871,Sioux,38085,ND,46.1127,-101.0404,4339
2872,Guadalupe,35019,NM,34.8633,-104.7906,4336
2873,Mineral,30061,MT,47.1472,-114.9983,4330
2874,Wahkiakum,53069,WA,46.2918,-123.4244,4318
2875,Florence,55037,WI,45.8485,-88.3981,4312
2876,Deuel,46039,SD,44.7601,-96.668,4309
2877,Kittson,27069,MN,48.7766,-96.7829,4272
2878,Bath,51017,VA,38.0587,-79.7411,4248
2879,Mason,48319,TX,30.7177,-99.2262,4248
2880,Hidalgo,35023,NM,31.914,-108.7148,4234
2881,LaMoure,38045,ND,46.4569,-98.5355,4225
2882,Nuckolls,31129,NE,40.1764,-98.0472,4204
2883,Adams,16003,ID,44.8895,-116.4538,4200
2884,Custer,16037,ID,44.2411,-114.2817,4193
2885,Gregory,46053,SD,43.1924,-99.1856,4193
2886,Pope,17151,IL,37.4127,-88.5615,4177
2887,Stafford,20185,KS,38.031,-98.7174,4125
2888,Meade,20119,KS,37.2382,-100.3662,4120
2889,Corson,46031,SD,45.7086,-101.1969,4106
2890,Union,35059,NM,36.4817,-103.471,4106
2891,Valley,31175,NE,41.5673,-98.9819,4100
2892,Storey,32029,NV,39.447,-119.5294,4086
2893,Pierce,38069,ND,48.2496,-99.9718,4061
2894,Phillips,30071,MT,48.2592,-107.9132,4032
2895,Columbia,53013,WA,46.2975,-117.9078,4024
2896,Red Lake,27125,MN,47.8717,-96.0953,4005
2897,Haskell,20081,KS,37.5622,-100.8712,3990
2898,Tyrrell,37177,NC,35.8172,-76.209,3978
2899,Norton,51720,VA,36.9314,-82.6262,3969
2900,Hardeman,48197,TX,34.2903,-99.7457,3958
2901,Knox,29103,MO,40.1282,-92.1481,3948
2902,Echols,13101,GA,30.7101,-82.894,3944
2903,Ellis,40045,OK,36.2184,-99.7547,3936
2904,Hemphill,48211,TX,35.8375,-100.2705,3901
2905,Sargent,38081,ND,46.1078,-97.6306,3899
2906,Hardin,17069,IL,37.5182,-88.2668,3890
2907,Wells,38103,ND,47.5875,-99.6609,3889
2908,Edmunds,46045,SD,45.4188,-99.2153,3876
2909,Kearny,20093,KS,38.0002,-101.3199,3863
2910,Lewis,16061,ID,46.237,-116.4263,3850
2911,Lyman,46085,SD,43.8958,-99.8474,3831
2912,Fisher,48151,TX,32.7428,-100.4022,3827
2913,Costilla,8023,CO,37.2781,-105.4283,3810
2914,Sutton,48435,TX,30.4984,-100.5382,3793
2915,Cavalier,38019,ND,48.7723,-98.4648,3769
2916,Reagan,48383,TX,31.3662,-101.5231,3766
2917,Lake of the Woods,27077,MN,48.7712,-94.9046,3747
2918,Harper,40059,OK,36.7888,-99.6673,3730
2919,Clark,46025,SD,44.8583,-97.7295,3715
2920,Chase,31029,NE,40.5242,-101.698,3707
2921,Knox,48275,TX,33.6061,-99.7414,3679
2922,Sweet Grass,30097,MT,45.8139,-109.941,3676
2923,Kinney,48271,TX,29.3502,-100.418,3674
2924,Upton,48461,TX,31.3687,-102.0431,3651
2925,Roger Mills,40129,OK,35.6883,-99.6958,3635
2926,Adams,19003,IA,41.029,-94.6992,3633
2927,Mercer,29129,MO,40.4223,-93.5686,3623
2928,Smith,20183,KS,39.7852,-98.7855,3594
2929,Kimball,31105,NE,41.1977,-103.7149,3576
2930,Baca,8009,CO,37.3192,-102.5604,3570
2931,Baylor,48023,TX,33.6165,-99.2135,3560
2932,Catron,35003,NM,33.9153,-108.4047,3547
2933,Nance,31125,NE,41.3973,-97.9922,3525
2934,Webster,31181,NE,40.1764,-98.5,3497
2935,Osborne,20141,KS,39.3503,-98.768,3494
2936,Bennett,46007,SD,43.195,-101.664,3430
2937,Real,48385,TX,29.8317,-99.8222,3429
2938,Hanson,46061,SD,43.6748,-97.7873,3423
2939,Crockett,48105,TX,30.723,-101.4121,3393
2940,Aleutians East,2013,AK,55.3665,-161.9813,3389
2941,Sheridan,30091,MT,48.7212,-104.5047,3389
2942,Harlan,31083,NE,40.1765,-99.4046,3380
2943,Granite,30039,MT,46.4045,-113.4404,3325
2944,Donley,48129,TX,34.9654,-100.814,3317
2945,Lipscomb,48295,TX,36.2777,-100.2731,3301
2946,Coke,48081,TX,31.8886,-100.5299,3298
2947,Jackson,46071,SD,43.6942,-101.6281,3296
2948,Shackelford,48417,TX,32.736,-99.3541,3291
2949,Traverse,27155,MN,45.7722,-96.4716,3282
2950,Chautauqua,20019,KS,37.15,-96.2454,3280
2951,Petersburg,2195,AK,57.1195,-132.9344,3278
2952,Emmons,38029,ND,46.2851,-100.2387,3262
2953,Foster,38031,ND,47.4571,-98.883,3231
2954,Woodson,20207,KS,37.8867,-95.7401,3117
2955,Bowman,38011,ND,46.1126,-103.5206,3091
2956,Baker,13007,GA,31.3261,-84.4447,3090
2957,Hand,46059,SD,44.5478,-99.0049,3064
2958,Stanley,46117,SD,44.4123,-100.7359,3058
2959,Sherman,48421,TX,36.2777,-101.8935,3046
2960,Hall,48191,TX,34.5308,-100.6811,3025
2961,Concho,48095,TX,31.3265,-99.864,3018
2962,Sherman,31163,NE,41.2206,-98.9762,3015
2963,Lincoln,20105,KS,39.0453,-98.2077,3013
2964,Perkins,46105,SD,45.4905,-102.4757,2996
2965,Glascock,13125,GA,33.2293,-82.6107,2984
2966,Fallon,30025,MT,46.334,-104.4174,2975
2967,Franklin,31061,NE,40.1763,-98.9528,2970
2968,Rush,20165,KS,38.5232,-99.3092,2953
2969,Collingsworth,48087,TX,34.9649,-100.27,2939
2970,Clay,13061,GA,31.6263,-84.9801,2931
2971,Douglas,46043,SD,43.3869,-98.3661,2913
2972,Sierra,6091,CA,39.5804,-120.5161,2898
2973,Schleicher,48413,TX,30.8975,-100.5385,2898
2974,Copper River,2066,AK,61.8834,-143.968,2894
2975,Perkins,31135,NE,40.8509,-101.6496,2889
2976,Brown,31017,NE,42.43,-99.9295,2887
2977,Nelson,38063,ND,47.9217,-98.192,2864
2978,Cochran,48079,TX,33.6042,-102.8285,2860
2979,Jewell,20089,KS,39.7847,-98.2183,2854
2980,Ness,20135,KS,38.4794,-99.9162,2838
2981,Decatur,20039,KS,39.7847,-100.4599,2826
2982,Edwards,20047,KS,37.8876,-99.3122,2822
2983,Trego,20195,KS,38.9143,-99.8728,2802
2984,Logan,20109,KS,38.9173,-101.1484,2789
2985,Hitchcock,31087,NE,40.1763,-101.0423,2788
2986,Ziebach,46137,SD,44.9804,-101.6658,2767
2987,Aurora,46003,SD,43.718,-98.5616,2757
2988,Wayne,49055,UT,38.3243,-110.9039,2698
2989,Harmon,40057,OK,34.7441,-99.8463,2663
2990,Morton,20129,KS,37.1914,-101.7992,2656
2991,Gove,20063,KS,38.9161,-100.483,2650
2992,Pawnee,31133,NE,40.1315,-96.2371,2640
2993,Cheyenne,20023,KS,39.7858,-101.7312,2639
2994,Frontier,31063,NE,40.5301,-100.3942,2636
2995,Chase,20017,KS,38.302,-96.5939,2604
2996,Butte,16023,ID,43.7229,-113.1721,2603
2997,Webster,13307,GA,32.0468,-84.5511,2587
2998,Hamilton,20075,KS,37.9991,-101.7912,2552
2999,Haines,2100,AK,59.1199,-135.5,2547
3000,McIntosh,38051,ND,46.1118,-99.4412,2535
3001,Sheridan,20179,KS,39.3503,-100.4418,2515
3002,Wrangell,2275,AK,56.3317,-132.0223,2510
3003,Hettinger,38041,ND,46.4325,-102.4603,2510
3004,Denali,2068,AK,63.6714,-150.0118,2502
3005,Elk,20049,KS,37.4537,-96.2441,2502
3006,Rawlins,20153,KS,39.7852,-101.0757,2490
3007,Kiowa,20097,KS,37.5582,-99.2861,2483
3008,Kidder,38043,ND,46.9801,-99.7801,2468
3009,Graham,20065,KS,39.3497,-99.8832,2464
3010,Liberty,30051,MT,48.5617,-111.0246,2455
3011,Rich,49033,UT,41.6323,-111.2445,2415
3012,Renville,38075,ND,48.719,-101.6578,2387
3013,Niobrara,56027,WY,43.0565,-104.4754,2377
3014,Sanborn,46111,SD,44.0234,-98.0914,2372
3015,Greeley,31077,NE,41.5674,-98.5212,2361
3016,Grant,38037,ND,46.3583,-101.6397,2318
3017,McPherson,46089,SD,45.7664,-99.2214,2316
3018,Faulk,46049,SD,45.071,-99.1453,2315
3019,Griggs,38039,ND,47.4573,-98.237,2314
3020,Potter,46107,SD,45.0645,-99.9573,2311
3021,Sedgwick,8115,CO,40.8759,-102.3518,2306
3022,Quitman,13239,GA,31.8673,-85.0188,2290
3023,Divide,38023,ND,48.8149,-103.4872,2289
3024,Adams,38001,ND,46.0968,-102.5285,2271
3025,Eddy,38027,ND,47.7176,-98.9016,2262
3026,Garfield,53023,WA,46.4316,-117.5452,2258
3027,Jeff Davis,48243,TX,30.7154,-104.14,2245
3028,Miner,46097,SD,44.022,-97.6102,2213
3029,Highland,51091,VA,38.3623,-79.5685,2202
3030,Towner,38095,ND,48.6855,-99.2458,2191
3031,Culberson,48109,TX,31.447,-104.5173,2183
3032,Dickens,48125,TX,33.6166,-100.7789,2182
3033,Cimarron,40025,OK,36.7483,-102.5177,2159
3034,Burke,38013,ND,48.791,-102.5182,2142
3035,Robertson,21201,KY,38.5188,-84.052,2139
